station_id,station_name,timestamp,temperature,humidity,pressure,source,scenario_id,scenario_type,fault_type,severity,ground_truth,is_anomaly,is_sensor_fault,event_start,event_end,affected_parameter,description
43150,Visakhapatnam (AWS008),2026-09-05T00:00:00Z,23.52,96.0,1012.11,SYNTHETIC_SIMULATION,SCN_VAL_WX_SEA_BREEZE,MULTI_STATION_WEATHER_EVENT,NONE,MILD,WEATHER_EVENT,1,0,2026-09-05T00:00:00Z,2026-09-05T05:00:00Z,all,Afternoon coastal maritime sea-breeze front with cooling and moisture surge
43150,Visakhapatnam (AWS008),2026-09-05T01:00:00Z,23.55,96.0,1011.84,SYNTHETIC_SIMULATION,SCN_VAL_WX_SEA_BREEZE,MULTI_STATION_WEATHER_EVENT,NONE,MILD,WEATHER_EVENT,1,0,2026-09-05T00:00:00Z,2026-09-05T05:00:00Z,all,Afternoon coastal maritime sea-breeze front with cooling and moisture surge
43150,Visakhapatnam (AWS008),2026-09-05T02:00:00Z,24.22,96.0,1011.22,SYNTHETIC_SIMULATION,SCN_VAL_WX_SEA_BREEZE,MULTI_STATION_WEATHER_EVENT,NONE,MILD,WEATHER_EVENT,1,0,2026-09-05T00:00:00Z,2026-09-05T05:00:00Z,all,Afternoon coastal maritime sea-breeze front with cooling and moisture surge
43150,Visakhapatnam (AWS008),2026-09-05T03:00:00Z,25.11,96.0,1010.83,SYNTHETIC_SIMULATION,SCN_VAL_WX_SEA_BREEZE,MULTI_STATION_WEATHER_EVENT,NONE,MILD,WEATHER_EVENT,1,0,2026-09-05T00:00:00Z,2026-09-05T05:00:00Z,all,Afternoon coastal maritime sea-breeze front with cooling and moisture surge
43150,Visakhapatnam (AWS008),2026-09-05T04:00:00Z,25.35,94.3,1009.81,SYNTHETIC_SIMULATION,SCN_VAL_WX_SEA_BREEZE,MULTI_STATION_WEATHER_EVENT,NONE,MILD,WEATHER_EVENT,1,0,2026-09-05T00:00:00Z,2026-09-05T05:00:00Z,all,Afternoon coastal maritime sea-breeze front with cooling and moisture surge
43150,Visakhapatnam (AWS008),2026-09-05T05:00:00Z,26.54,92.1,1009.64,SYNTHETIC_SIMULATION,SCN_VAL_WX_SEA_BREEZE,MULTI_STATION_WEATHER_EVENT,NONE,MILD,WEATHER_EVENT,1,0,2026-09-05T00:00:00Z,2026-09-05T05:00:00Z,all,Afternoon coastal maritime sea-breeze front with cooling and moisture surge
43150,Visakhapatnam (AWS008),2026-09-14T02:00:00Z,24.76,90.9,1012.82,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T03:00:00Z,24.85,93.6,1010.01,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T04:00:00Z,24.43,95.6,1007.87,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T05:00:00Z,25.03,96.3,1005.86,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T06:00:00Z,26.18,95.3,1004.43,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T07:00:00Z,26.78,97.0,1002.95,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T08:00:00Z,28.47,91.2,1002.4,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T09:00:00Z,29.99,88.3,1001.91,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T10:00:00Z,31.03,87.3,1001.6,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T11:00:00Z,32.1,84.3,1002.65,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T12:00:00Z,33.04,81.3,1001.69,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T13:00:00Z,33.68,79.2,1002.04,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
43150,Visakhapatnam (AWS008),2026-09-14T14:00:00Z,34.63,75.3,1001.83,SYNTHETIC_SIMULATION,SCN_TEST_WX_SYNOPTIC_DEPRESSION,MULTI_STATION_WEATHER_EVENT,NONE,SEVERE,WEATHER_EVENT,1,0,2026-09-14T02:00:00Z,2026-09-14T21:00:00Z,all,Synoptic low pressure depression passage over Bay of Bengal coastal AWS
